zona,m2,recamaras,banos,estacionamientos,precio_venta_mxn,renta_mensual_mxn,antiguedad_anios,vacancia_pct,riesgo_zona
Mileno III,132.7,2,2,1,3275000,15900,4,3.8,3
El Refugio,84.9,2,2,1,2644000,13000,8,6.9,3
Cumbres del Lago,73.9,4,3,1,3171000,20400,2,3.7,2
Corregidora,98.9,2,2,1,3050000,16500,11,4.8,3
Juriquilla,144.5,3,2,3,3889000,19900,2,2.2,2
Cumbres del Lago,111.7,3,3,2,3954000,18800,8,4.9,2
Centro,106.0,1,1,2,1763000,9500,10,8.6,4
Centro,116.2,3,1,2,2180000,10800,21,8.5,4
Cumbres del Lago,128.8,3,3,1,6406000,32600,3,4.3,2
Mileno III,121.6,3,2,2,3281000,19300,4,2.8,3
Zibatá,122.1,2,2,1,3490000,17600,5,2.7,1
Cumbres del Lago,99.9,3,3,2,3277000,19500,7,4.6,2
Jurica,118.1,4,3,1,6519000,33700,17,5.2,2
Mileno III,193.5,3,2,3,5360000,32300,7,8.0,3
Centro,80.9,1,1,1,2411000,15400,11,5.0,4
Corregidora,143.6,3,2,3,4361000,24100,13,3.9,3
Cumbres del Lago,134.9,3,3,1,4702000,26700,6,3.9,2
Cumbres del Lago,118.5,3,3,2,3944000,22900,5,3.8,2
El Refugio,50.0,3,2,1,1414000,8800,6,4.7,3
Zibatá,150.6,2,2,2,4566000,27800,5,3.3,1
Corregidora,142.9,3,2,3,3576000,23100,11,4.5,3
El Refugio,151.4,3,2,2,4841000,29300,6,5.2,3
Corregidora,161.9,2,2,2,4245000,20200,7,7.4,3
Mileno III,83.3,2,2,1,2002000,9600,4,5.0,3
Zibatá,111.4,2,2,2,2937000,18100,4,2.3,1
Mileno III,94.4,2,2,1,2936000,17400,8,3.3,3
Jurica,45.0,3,3,2,1822000,9800,6,2.3,2
Cumbres del Lago,103.0,4,3,2,4060000,21400,1,2.8,2
El Refugio,128.5,2,2,1,3864000,17600,5,6.3,3
Jurica,45.0,4,3,1,2255000,10700,16,5.6,2
Cumbres del Lago,121.4,4,3,2,4165000,20700,1,4.8,2
Juriquilla,129.4,3,2,1,4437000,20200,5,3.7,2
Corregidora,95.0,2,2,2,2845000,17000,13,6.3,3
El Refugio,101.8,3,2,2,3219000,17100,5,5.8,3
Jurica,104.9,4,3,2,4292000,23200,14,3.6,2
Cumbres del Lago,101.7,4,3,1,3366000,20400,4,4.2,2
Zibatá,129.3,2,2,2,4383000,26300,2,2.9,1
El Refugio,121.3,3,2,1,3303000,20500,6,5.0,3
El Refugio,85.3,3,2,2,1914000,10200,6,2.8,3
Cumbres del Lago,140.4,3,3,2,6473000,38800,7,3.1,2
Cumbres del Lago,166.6,4,3,2,6593000,32900,6,3.7,2
Corregidora,65.0,3,2,2,1771000,10600,13,3.7,3
Juriquilla,89.0,3,2,1,2215000,11700,2,3.4,2
Cumbres del Lago,123.0,4,3,1,4538000,27400,2,3.3,2
Corregidora,136.0,3,2,2,2822000,12800,12,5.7,3
Cumbres del Lago,139.9,3,3,1,4856000,23900,3,2.4,2
Jurica,142.9,4,3,1,7880000,50400,7,5.7,2
Corregidora,65.8,2,2,1,1909000,9900,11,2.2,3
Mileno III,99.6,3,2,1,2330000,14300,9,2.1,3
Zibatá,103.6,2,2,1,4034000,23500,4,3.6,1
El Refugio,83.3,2,2,1,2533000,14500,6,5.1,3
Juriquilla,96.7,2,2,1,3367000,16300,7,3.1,2
Mileno III,77.4,3,2,2,1651000,7800,8,5.7,3
Corregidora,93.3,3,2,1,2470000,14500,7,2.1,3
Zibatá,46.9,3,2,1,1703000,8300,0,2.3,1
Mileno III,89.8,2,2,1,2067000,11200,10,4.2,3
Mileno III,94.0,3,2,1,2731000,12800,9,4.8,3
Centro,129.7,1,1,1,2651000,13900,14,10.0,4
Mileno III,74.7,2,2,2,2419000,12400,4,3.7,3
Mileno III,111.3,3,2,2,2656000,12300,9,5.6,3
Corregidora,59.2,2,2,2,1892000,10400,6,6.1,3
Juriquilla,89.0,2,2,1,3147000,20100,1,4.9,2
Cumbres del Lago,63.8,3,3,1,2330000,13100,4,2.4,2
Cumbres del Lago,112.8,3,3,2,5527000,35600,3,4.0,2
El Refugio,126.0,3,2,2,3707000,19800,6,5.6,3
Zibatá,45.0,2,2,1,1945000,10900,0,2.3,1
Centro,126.7,2,1,2,3674000,23600,13,6.0,4
Juriquilla,169.6,3,2,3,5439000,25500,2,2.2,2
Juriquilla,71.8,3,2,2,2301000,12100,4,3.3,2
Centro,112.0,2,1,1,2844000,17900,14,3.6,4
Cumbres del Lago,153.6,3,3,2,5841000,29700,8,4.0,2
Jurica,166.4,4,3,1,9661000,53700,18,3.0,2
Mileno III,142.8,3,2,1,3495000,18800,8,7.6,3
Centro,110.6,3,1,1,2600000,14400,29,8.4,4
El Refugio,104.1,3,2,1,2359000,11900,6,2.3,3
Cumbres del Lago,98.3,4,3,1,3461000,19200,1,4.3,2
Centro,71.0,1,1,2,1646000,8700,15,8.8,4
El Refugio,119.4,2,2,2,3355000,15100,2,6.5,3
Jurica,82.6,3,3,2,4233000,23300,19,4.9,2
Mileno III,121.1,2,2,2,3093000,14100,8,7.9,3
Zibatá,123.6,2,2,2,5052000,31900,6,2.2,1
Centro,103.3,2,1,1,2738000,16800,24,4.5,4
Mileno III,102.2,3,2,1,3137000,17700,11,2.2,3
Jurica,83.9,4,3,1,3426000,21400,8,5.2,2
Zibatá,117.9,2,2,1,2969000,17800,3,2.8,1
Cumbres del Lago,71.5,4,3,2,3107000,18600,7,2.7,2
Cumbres del Lago,126.2,4,3,1,5308000,31100,4,2.8,2
Corregidora,168.1,2,2,2,3723000,20700,10,2.6,3
Centro,99.9,3,1,1,1979000,12500,29,9.8,4
Juriquilla,161.8,2,2,1,4999000,31700,2,2.5,2
Jurica,113.0,3,3,2,5875000,28300,11,3.0,2
Corregidora,94.3,3,2,2,2700000,15100,12,4.2,3
Centro,57.3,1,1,1,1483000,8600,27,9.6,4
Mileno III,111.5,3,2,2,2512000,14800,10,3.6,3
Jurica,95.8,4,3,1,4351000,22600,16,4.8,2
Corregidora,142.4,2,2,3,3657000,16800,11,6.5,3
Corregidora,90.5,3,2,1,2512000,15800,4,6.3,3
Cumbres del Lago,81.0,3,3,1,3001000,16100,1,2.7,2
Jurica,124.5,4,3,2,5573000,25500,14,5.8,2
El Refugio,159.6,2,2,1,4056000,21400,2,3.8,3
Centro,128.2,2,1,2,3478000,22100,11,5.3,4
Corregidora,77.8,2,2,2,2393000,12500,14,2.4,3
Mileno III,121.2,3,2,2,3634000,22200,12,4.2,3
Centro,166.2,1,1,1,2669000,12600,15,3.9,4
Centro,151.1,2,1,3,2807000,14800,28,2.8,4
Cumbres del Lago,138.8,4,3,2,5544000,29200,2,4.1,2
Jurica,89.7,4,3,1,4078000,19100,7,3.7,2
Mileno III,137.9,2,2,1,3829000,19000,11,3.1,3
Zibatá,113.9,3,2,1,3090000,17300,2,2.7,1
Juriquilla,109.2,3,2,2,2931000,13200,7,3.5,2
Juriquilla,101.1,2,2,2,3537000,16900,7,4.7,2
Corregidora,91.5,3,2,2,2299000,10400,14,3.0,3
El Refugio,91.7,3,2,2,2069000,12900,2,5.5,3
Juriquilla,92.4,3,2,2,2802000,14300,3,2.8,2
Centro,107.4,2,1,2,2417000,12100,18,3.7,4
Centro,92.5,2,1,2,1517000,8900,26,3.9,4
Jurica,87.2,3,3,2,4606000,24700,20,4.3,2
Jurica,52.5,3,3,1,2169000,11200,6,2.8,2
Jurica,71.0,4,3,1,4019000,24000,8,4.3,2
Centro,99.1,2,1,2,1875000,11100,27,4.6,4
Cumbres del Lago,114.7,4,3,1,4602000,26400,6,4.6,2
Corregidora,130.1,3,2,2,3203000,15900,11,7.3,3
El Refugio,93.2,2,2,1,2690000,12600,9,6.9,3
Juriquilla,115.3,2,2,2,4221000,24300,6,3.6,2
Centro,105.7,2,1,2,2199000,12600,30,4.4,4
Mileno III,70.8,3,2,2,1961000,11000,6,3.2,3
Juriquilla,138.4,3,2,1,3367000,17100,2,4.0,2
El Refugio,74.2,3,2,2,1873000,11600,9,2.9,3
Corregidora,78.0,2,2,2,2287000,12200,11,3.9,3
Zibatá,85.4,3,2,2,3190000,16000,0,2.9,1
Zibatá,121.6,2,2,1,3571000,18700,1,3.7,1
Centro,85.7,2,1,2,1939000,12000,29,4.5,4
Jurica,146.8,4,3,2,8336000,50900,19,4.2,2
Cumbres del Lago,163.3,4,3,2,6179000,35900,5,4.8,2
El Refugio,61.0,2,2,1,1852000,11000,5,6.4,3
Cumbres del Lago,47.7,3,3,1,2312000,12900,6,3.7,2
Juriquilla,91.5,3,2,2,3085000,16700,7,2.8,2
Centro,109.2,1,1,2,2944000,18800,24,8.1,4
El Refugio,85.8,2,2,1,2591000,15900,10,5.8,3
Centro,107.7,3,1,1,2359000,11800,27,8.4,4
Juriquilla,68.3,2,2,1,2186000,11300,8,3.6,2
El Refugio,118.5,3,2,2,3321000,17400,10,4.0,3
Mileno III,121.2,2,2,2,2413000,13200,8,5.9,3
Corregidora,102.1,2,2,2,2805000,14200,10,6.2,3
Jurica,149.0,3,3,1,8416000,45300,6,4.1,2
Mileno III,88.6,2,2,1,2054000,9600,12,4.0,3
Centro,70.5,2,1,2,1959000,9200,25,9.9,4
Mileno III,119.3,2,2,1,3230000,15600,6,3.4,3
Cumbres del Lago,132.8,4,3,1,4412000,26100,1,4.8,2
El Refugio,121.6,3,2,1,2520000,16000,10,2.8,3
El Refugio,116.0,2,2,2,3913000,23300,7,4.5,3
Mileno III,123.9,2,2,1,4146000,18900,5,7.6,3
Jurica,94.1,4,3,1,4178000,19300,13,4.8,2
Zibatá,99.0,3,2,2,3015000,19500,4,2.8,1
Mileno III,89.3,2,2,1,1818000,8300,9,3.6,3
Zibatá,69.0,2,2,1,2458000,15600,5,3.8,1
Mileno III,101.4,2,2,2,2759000,13200,5,6.4,3
Centro,87.7,1,1,1,1870000,10400,19,2.5,4
Zibatá,87.3,3,2,1,2467000,13700,3,2.3,1
Cumbres del Lago,85.2,4,3,1,3705000,21600,4,2.9,2
Jurica,104.3,4,3,2,4396000,21200,18,3.2,2
Zibatá,138.8,2,2,1,4985000,31200,5,2.5,1
Juriquilla,119.4,2,2,2,4174000,20400,5,2.2,2
Juriquilla,89.7,3,2,1,2257000,13200,3,2.1,2
El Refugio,130.8,3,2,1,3038000,18200,4,3.6,3
Centro,99.7,1,1,1,2153000,13300,29,2.3,4
Mileno III,118.7,3,2,2,3894000,18900,11,2.2,3
Zibatá,121.2,3,2,1,4860000,29100,6,3.3,1
El Refugio,84.2,2,2,1,2417000,13800,7,5.2,3
El Refugio,88.2,3,2,2,2554000,12700,4,4.6,3
El Refugio,130.4,3,2,2,3201000,14800,9,3.8,3
Zibatá,61.9,2,2,1,2336000,14600,5,3.2,1
El Refugio,103.9,2,2,2,2108000,10600,6,2.8,3
Centro,106.5,2,1,2,2932000,17200,22,2.4,4
El Refugio,111.3,2,2,2,2413000,13200,8,3.9,3
Cumbres del Lago,146.7,3,3,1,7021000,38200,4,3.1,2
Cumbres del Lago,107.0,3,3,1,3879000,20700,7,4.3,2
Mileno III,116.4,2,2,2,2982000,18100,5,5.4,3
Jurica,76.4,3,3,2,4283000,20000,20,4.2,2
El Refugio,76.3,2,2,2,2014000,12900,6,3.1,3
Cumbres del Lago,131.5,4,3,2,5360000,32500,1,3.0,2
Mileno III,82.6,3,2,1,2249000,14000,9,7.5,3
El Refugio,117.6,2,2,1,3267000,19100,8,2.5,3
Jurica,153.7,4,3,3,8963000,46000,6,4.3,2
El Refugio,55.5,2,2,1,1826000,8700,8,6.1,3
Juriquilla,133.7,3,2,2,3721000,22000,6,4.6,2
Corregidora,149.0,3,2,3,3462000,16300,15,3.4,3
Centro,118.5,3,1,1,2152000,10900,11,9.4,4
Mileno III,84.5,2,2,1,2189000,13500,8,7.6,3
Juriquilla,88.1,3,2,1,2696000,13500,2,2.4,2
Mileno III,109.1,3,2,1,2727000,17200,8,4.6,3
El Refugio,125.7,3,2,1,2943000,16100,10,4.9,3
Corregidora,157.4,3,2,1,3333000,20900,11,5.2,3
Centro,71.6,2,1,1,1740000,9300,10,6.1,4
Cumbres del Lago,160.8,4,3,3,5555000,26400,7,2.8,2
El Refugio,102.2,3,2,1,2425000,15600,4,2.7,3
Corregidora,76.2,3,2,1,2028000,10300,11,7.3,3
Cumbres del Lago,120.0,3,3,2,5367000,32700,2,4.7,2
El Refugio,131.4,2,2,1,3144000,17300,7,6.4,3
El Refugio,55.1,2,2,2,1483000,8600,9,6.8,3
Cumbres del Lago,130.8,4,3,2,4841000,29100,1,2.0,2
Juriquilla,138.2,3,2,1,4548000,25800,1,4.8,2
Jurica,87.9,3,3,2,5058000,27900,17,5.3,2
Jurica,65.9,3,3,2,3737000,23100,13,2.1,2
Mileno III,111.9,3,2,2,3338000,16100,4,6.4,3
Zibatá,80.5,3,2,1,2685000,12200,6,2.3,1
Corregidora,110.8,2,2,1,2924000,17100,5,7.9,3
Juriquilla,107.6,3,2,2,2656000,12400,1,4.6,2
Corregidora,148.0,2,2,3,3666000,21600,11,4.1,3
Zibatá,133.7,3,2,1,3885000,23200,4,3.4,1
Juriquilla,70.0,2,2,1,2693000,14500,1,4.4,2
El Refugio,149.2,3,2,3,3958000,24900,4,5.4,3
Mileno III,121.0,2,2,1,2712000,12700,9,5.7,3
Zibatá,117.3,3,2,1,3423000,17300,6,3.9,1
Mileno III,136.1,2,2,2,3577000,19100,9,3.1,3
Corregidora,165.4,3,2,2,4504000,21000,12,4.4,3
Zibatá,71.2,2,2,2,2583000,16600,6,2.8,1
Corregidora,122.8,2,2,1,3516000,17200,13,3.5,3
Mileno III,127.4,3,2,2,2925000,14400,5,6.9,3
Centro,112.9,2,1,1,1707000,8000,19,7.3,4
Zibatá,85.4,3,2,2,3225000,17100,0,3.1,1
El Refugio,109.3,3,2,1,2633000,12200,2,2.1,3
Mileno III,118.6,2,2,2,2899000,14200,11,3.6,3
Mileno III,85.1,2,2,2,2330000,14000,8,6.9,3
El Refugio,106.3,2,2,2,2855000,14000,3,6.8,3
Jurica,139.0,3,3,2,7991000,46000,19,3.4,2
Centro,79.9,2,1,2,1593000,9400,17,7.0,4
Centro,63.7,2,1,1,1067000,6800,22,4.3,4
Jurica,53.3,4,3,2,3061000,17900,18,4.9,2
Centro,126.0,2,1,2,2428000,14700,22,7.9,4
Mileno III,76.6,2,2,2,1929000,9900,8,3.1,3
Mileno III,125.0,3,2,1,3354000,19400,9,2.2,3
Cumbres del Lago,101.5,3,3,1,3307000,17700,5,2.8,2
Jurica,60.1,4,3,2,2534000,14800,17,3.2,2
Centro,119.9,2,1,2,2817000,16300,14,5.8,4
Corregidora,126.5,2,2,2,3870000,20500,11,2.9,3
Juriquilla,88.1,2,2,1,2875000,13500,7,3.8,2
Jurica,142.9,3,3,2,7220000,36900,7,2.3,2
El Refugio,83.4,3,2,1,2769000,13600,5,6.6,3
Jurica,99.1,3,3,1,4269000,24300,18,5.3,2
Jurica,99.6,4,3,1,4772000,29700,11,5.2,2
Jurica,135.5,3,3,1,7044000,32900,5,4.0,2
Centro,123.5,2,1,1,2284000,14700,22,3.8,4
Cumbres del Lago,92.3,4,3,2,3314000,19500,4,2.8,2
Mileno III,129.3,3,2,1,2759000,15100,9,2.5,3
Juriquilla,98.5,2,2,2,3084000,17200,3,3.3,2
Zibatá,143.4,3,2,2,5008000,26000,2,3.2,1
Juriquilla,143.7,2,2,2,5542000,30100,8,2.4,2
Centro,156.0,3,1,2,3734000,17500,22,8.0,4
Cumbres del Lago,98.1,4,3,1,4743000,24100,5,4.5,2
Centro,133.6,1,1,1,3188000,19000,17,8.6,4
Cumbres del Lago,94.2,3,3,1,4143000,22700,7,2.2,2
Mileno III,129.2,2,2,1,2936000,17800,7,3.2,3
Juriquilla,126.1,2,2,2,4388000,23600,4,3.9,2
Jurica,46.3,3,3,1,2410000,11800,13,3.0,2
El Refugio,126.7,2,2,2,3637000,22000,4,3.1,3
Corregidora,122.8,3,2,2,3266000,15900,5,4.9,3
El Refugio,80.6,2,2,1,2304000,13900,10,4.0,3
Zibatá,122.6,3,2,2,3121000,17900,1,2.2,1
Centro,115.5,3,1,1,2337000,11200,26,5.3,4
Zibatá,146.6,2,2,1,6393000,41300,0,2.6,1
Mileno III,134.8,3,2,2,4071000,23800,7,7.9,3
El Refugio,102.6,2,2,1,3282000,15300,5,5.5,3
Zibatá,76.1,3,2,2,2711000,12300,0,2.5,1
Zibatá,137.2,3,2,1,5676000,30100,0,2.5,1
Jurica,122.2,4,3,1,5533000,28600,20,2.0,2
Corregidora,123.8,3,2,1,3591000,17600,12,3.1,3
El Refugio,137.4,3,2,2,4191000,25000,10,6.6,3
Jurica,116.9,3,3,1,6870000,34200,7,2.5,2
Corregidora,88.3,3,2,1,2320000,11600,4,7.4,3
Zibatá,113.4,3,2,2,4634000,22900,6,3.1,1
Jurica,96.3,3,3,1,5686000,27800,20,4.9,2
Juriquilla,97.8,3,2,2,3545000,16200,2,3.1,2
Centro,88.9,1,1,2,1909000,10900,25,4.7,4
Juriquilla,149.9,2,2,3,5704000,28500,2,3.2,2
Jurica,83.4,4,3,2,5617000,36400,17,3.1,2
Zibatá,106.9,2,2,1,3591000,20700,6,3.1,1
El Refugio,71.7,2,2,1,1725000,11100,7,3.8,3
Jurica,71.5,3,3,1,4268000,19600,15,2.1,2
Centro,77.4,2,1,2,2371000,11900,12,6.2,4
Jurica,114.8,4,3,2,4509000,20600,19,3.6,2
Juriquilla,140.1,2,2,2,5336000,26300,5,3.0,2
Zibatá,63.7,2,2,2,2003000,12000,2,2.9,1
Jurica,139.8,3,3,1,5419000,33900,5,4.1,2
Cumbres del Lago,137.1,4,3,1,4924000,27000,6,2.7,2
Zibatá,96.0,3,2,1,3570000,18700,3,2.0,1
Juriquilla,45.0,2,2,1,1589000,8500,5,3.4,2
Juriquilla,108.3,3,2,2,3627000,17900,7,4.3,2
Jurica,98.3,3,3,1,5281000,27300,18,3.1,2
Zibatá,134.8,2,2,2,3906000,24700,5,3.5,1
El Refugio,127.7,3,2,2,3280000,17300,3,4.2,3
Jurica,123.1,3,3,2,6384000,31100,14,5.0,2
El Refugio,96.1,3,2,2,2421000,11500,5,5.5,3
Cumbres del Lago,152.7,4,3,1,5076000,23900,5,2.4,2
Cumbres del Lago,152.4,3,3,3,6389000,39500,8,3.3,2
Zibatá,97.7,2,2,2,3805000,18700,1,3.8,1
Zibatá,99.4,2,2,1,3232000,20700,2,2.8,1
Cumbres del Lago,103.6,4,3,2,4402000,21700,8,2.0,2
Centro,100.4,1,1,2,2693000,14100,25,5.9,4
Centro,124.9,3,1,1,2458000,14200,11,6.1,4
Juriquilla,80.5,2,2,1,2444000,12300,8,4.1,2
El Refugio,92.2,3,2,1,2928000,16700,2,4.7,3
El Refugio,110.6,2,2,2,2987000,17600,6,3.1,3
Jurica,111.2,3,3,1,5832000,37700,18,4.7,2
El Refugio,107.7,3,2,2,3043000,16700,2,4.8,3
Centro,56.9,1,1,1,897000,5400,24,3.4,4
Centro,102.9,3,1,2,1934000,9300,19,7.7,4
Zibatá,81.7,3,2,2,2805000,13600,3,3.9,1
Cumbres del Lago,121.4,3,3,2,4372000,25300,6,2.4,2
El Refugio,122.7,3,2,2,3906000,21800,10,4.9,3
Juriquilla,147.6,3,2,2,4490000,24900,3,2.2,2
Mileno III,97.7,2,2,2,2158000,12300,4,7.4,3
Jurica,73.4,3,3,1,3903000,24800,12,5.4,2
Mileno III,65.8,3,2,1,1534000,8500,5,2.8,3
Mileno III,113.3,3,2,2,3441000,21000,9,4.1,3
El Refugio,152.6,3,2,3,5267000,32500,9,6.6,3
Jurica,87.8,3,3,2,3443000,21100,16,3.2,2
El Refugio,91.2,2,2,1,2417000,13600,8,3.4,3
Mileno III,103.7,2,2,2,3285000,17800,5,2.4,3
Cumbres del Lago,128.3,4,3,2,4238000,23100,1,4.2,2
Centro,67.9,3,1,2,1889000,10500,10,9.5,4
Juriquilla,155.9,2,2,1,4309000,24000,5,4.1,2
Corregidora,83.5,2,2,2,1978000,11900,10,3.4,3
Centro,92.3,2,1,2,2070000,10700,22,2.3,4
Jurica,107.1,3,3,1,5560000,28200,6,6.0,2
El Refugio,59.5,2,2,2,1249000,6300,5,3.7,3
Centro,107.3,2,1,2,2381000,14500,18,8.4,4
Cumbres del Lago,65.7,4,3,1,2680000,13000,4,3.3,2
Jurica,119.8,4,3,2,7411000,38700,11,4.3,2
Corregidora,132.9,2,2,1,4280000,25600,14,4.4,3
Juriquilla,110.2,2,2,1,3788000,19200,5,4.1,2
Mileno III,139.5,2,2,2,3577000,20900,8,6.1,3
Cumbres del Lago,142.7,3,3,1,5285000,25800,5,2.8,2
Corregidora,87.1,3,2,2,1975000,9600,13,6.1,3
Centro,84.0,3,1,2,2446000,13200,21,9.6,4
Centro,109.6,1,1,2,2209000,12500,28,3.5,4
Jurica,77.9,3,3,2,3865000,19600,8,2.8,2
Juriquilla,103.2,3,2,2,2842000,14400,6,3.7,2
El Refugio,62.9,2,2,1,1597000,9300,6,5.3,3
Mileno III,155.9,2,2,1,3865000,24600,10,5.2,3
Mileno III,87.5,2,2,2,2352000,13600,12,7.5,3
El Refugio,85.7,3,2,2,2087000,10300,6,5.4,3
Jurica,99.6,4,3,2,5230000,27900,20,5.7,2
Centro,84.7,2,1,1,1776000,10500,13,8.3,4
Corregidora,117.5,3,2,2,3790000,17800,5,5.0,3
Juriquilla,101.2,2,2,1,2828000,16100,6,3.3,2
Juriquilla,118.9,3,2,2,3810000,18700,6,2.1,2
Mileno III,123.5,2,2,1,3248000,18100,10,4.7,3
Cumbres del Lago,152.7,3,3,3,7198000,35800,8,4.6,2
Mileno III,103.1,2,2,2,2129000,12400,8,5.9,3
Jurica,158.6,4,3,3,7611000,35200,15,4.3,2
Zibatá,98.3,3,2,1,4336000,23900,5,2.9,1
Zibatá,132.6,3,2,1,5160000,28800,4,2.4,1
Juriquilla,117.5,2,2,2,3437000,18200,6,3.9,2
Zibatá,147.0,3,2,1,4883000,22100,6,3.7,1
Juriquilla,123.1,3,2,1,3671000,19700,3,4.2,2
Centro,101.9,3,1,2,2459000,11200,30,2.4,4
Jurica,156.4,3,3,3,5553000,29000,20,2.6,2
Corregidora,99.1,3,2,2,2436000,15500,4,5.7,3
Cumbres del Lago,102.9,3,3,2,4785000,21900,4,2.1,2
Jurica,115.6,4,3,2,4722000,28800,8,2.5,2
Mileno III,139.4,2,2,2,3134000,18200,11,5.6,3
Corregidora,102.7,3,2,2,2165000,9900,8,6.0,3
Juriquilla,187.4,2,2,2,6248000,33300,7,4.6,2
Centro,54.6,2,1,2,847000,5200,26,9.2,4
Corregidora,169.6,2,2,2,4808000,21900,13,2.3,3
Centro,50.2,3,1,1,1201000,6200,29,7.1,4
Cumbres del Lago,85.9,3,3,2,3000000,14100,6,4.7,2
Corregidora,60.1,3,2,1,2037000,10800,5,6.3,3
Zibatá,83.8,3,2,2,3581000,16900,0,3.4,1
Mileno III,161.2,2,2,2,4242000,24100,6,5.0,3
Corregidora,143.6,2,2,2,3296000,17900,11,6.4,3
Zibatá,151.5,2,2,3,6446000,40900,3,3.0,1
El Refugio,121.9,3,2,1,2553000,12300,6,4.6,3
Zibatá,56.5,2,2,2,2323000,10600,6,2.3,1
Corregidora,115.1,3,2,2,2678000,16400,14,3.5,3
Jurica,145.1,4,3,2,6664000,32000,8,2.1,2
Juriquilla,61.0,2,2,1,1779000,11300,5,2.5,2
Centro,186.4,2,1,3,5170000,27400,13,4.1,4
Juriquilla,161.4,2,2,2,4621000,20900,8,4.9,2
Jurica,131.7,3,3,2,9041000,55000,8,5.9,2
Jurica,116.2,3,3,1,7315000,43300,17,3.7,2
Cumbres del Lago,125.4,4,3,2,4230000,23900,1,3.1,2
Corregidora,94.4,2,2,1,2648000,16800,8,7.8,3
El Refugio,151.6,3,2,1,3693000,18300,10,3.5,3
Zibatá,144.9,3,2,2,4876000,25600,3,3.2,1
Mileno III,78.5,3,2,1,2542000,16100,12,7.8,3
Zibatá,121.2,2,2,2,4978000,29500,5,3.5,1
Juriquilla,148.0,3,2,1,4173000,19300,3,4.5,2
Corregidora,70.1,2,2,1,1760000,9200,14,7.9,3
Juriquilla,115.1,3,2,2,3113000,18300,2,4.6,2
Cumbres del Lago,73.5,4,3,1,2986000,14800,2,2.5,2
Jurica,97.7,3,3,2,5622000,31500,14,2.2,2
Cumbres del Lago,45.0,4,3,1,1633000,10400,4,4.9,2
Juriquilla,107.9,3,2,2,2952000,13700,1,2.1,2
Jurica,135.9,4,3,2,5430000,33400,7,3.1,2
Cumbres del Lago,85.5,4,3,2,3847000,23200,6,3.9,2
Juriquilla,173.6,3,2,3,5290000,24300,7,3.2,2
Juriquilla,117.4,2,2,2,3193000,16900,1,4.6,2
Corregidora,111.1,2,2,2,2690000,15600,11,6.1,3
El Refugio,132.4,3,2,2,4402000,24900,10,5.5,3
Mileno III,106.0,2,2,1,2945000,18100,9,4.8,3
Corregidora,115.1,3,2,1,3517000,20600,14,4.2,3
Cumbres del Lago,75.9,3,3,1,2934000,14600,2,4.5,2
Cumbres del Lago,101.8,4,3,1,4473000,22800,6,4.2,2
Jurica,119.1,4,3,1,5739000,29900,7,2.6,2
El Refugio,126.1,3,2,1,3607000,16700,8,6.7,3
Centro,147.1,2,1,2,3704000,23000,26,2.3,4
Jurica,111.5,4,3,1,5659000,36200,20,2.1,2
Centro,73.1,2,1,1,1614000,10100,19,5.9,4
El Refugio,125.4,3,2,2,4210000,25200,2,3.9,3
El Refugio,167.7,2,2,3,5632000,31600,3,5.1,3
El Refugio,90.2,3,2,1,2255000,13100,3,6.4,3
Centro,115.2,2,1,2,3076000,18800,27,6.9,4
Juriquilla,123.6,3,2,1,3297000,17500,3,3.5,2
Cumbres del Lago,49.8,3,3,2,1504000,9300,7,3.2,2
Juriquilla,138.2,2,2,1,4011000,19500,8,4.3,2
Jurica,116.5,4,3,1,6551000,30600,11,5.6,2
Jurica,136.2,3,3,2,8396000,52000,15,2.0,2
Zibatá,92.4,2,2,2,3563000,19700,4,3.6,1
Cumbres del Lago,67.3,4,3,2,2861000,16200,8,2.9,2
Mileno III,103.7,3,2,1,3041000,17600,7,6.5,3
Jurica,85.7,4,3,2,3189000,16500,11,3.2,2
Centro,134.0,3,1,1,4067000,22500,26,9.2,4
Mileno III,69.0,2,2,2,2201000,13100,7,3.1,3
Cumbres del Lago,109.3,3,3,2,5052000,23700,5,3.3,2
Zibatá,143.3,2,2,2,4811000,29900,1,3.8,1
Cumbres del Lago,128.1,4,3,1,3911000,22300,5,3.4,2
El Refugio,156.0,2,2,1,3472000,19500,3,4.1,3
Zibatá,134.3,3,2,2,3387000,15500,5,3.6,1
El Refugio,129.2,2,2,1,4392000,25500,10,4.4,3
Mileno III,90.4,2,2,1,2355000,12700,9,7.9,3
El Refugio,52.8,3,2,2,1630000,9600,3,4.5,3
El Refugio,58.6,2,2,1,1540000,9900,7,2.5,3
Corregidora,120.8,3,2,2,3904000,21100,15,2.6,3
Jurica,100.9,4,3,1,4885000,29800,16,3.2,2
El Refugio,69.6,2,2,1,1996000,11800,2,3.2,3
Zibatá,134.8,2,2,1,3931000,20000,6,4.0,1
Zibatá,157.2,2,2,3,5735000,36500,5,2.3,1
Centro,131.1,3,1,1,3041000,15500,26,6.2,4
Mileno III,102.4,3,2,2,2532000,13700,6,5.5,3
Corregidora,127.5,2,2,1,3627000,22000,11,3.7,3
El Refugio,84.7,2,2,2,2124000,11600,9,2.6,3
Zibatá,111.9,3,2,2,4111000,19300,0,3.9,1
Mileno III,113.1,2,2,2,2545000,14400,8,3.4,3
Jurica,94.0,4,3,2,4343000,25500,17,4.6,2
